V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,Q1,consent,mturk_id,demo_age,demo_gend,demo_citiz,demo_emplo_1,demo_emplo_2,demo_emplo_3,demo_emplo_4,demo_emplo_5,demo_incom,demo_class,demo_educa_1,demo_educa_2,demo_educa_3,Q17_1,Q19_1,Q19_2,ethnic_id,ethnic_id_TEXT,ethnic_id1,ethnic_id2,ethnic_id3,attn,ethnic_id4,TIPI_1,TIPI_2,TIPI_3,TIPI_4,TIPI_5,TIPI_6,TIPI_7,TIPI_8,TIPI_9,TIPI_10,LSI_1,LSI_2,LSI_3,LSI_4,LSI_5,LSI_6,LSI_7,LSI_8,LSI_9,LSI_10,LSI_11,LSI_12,SDO7_1,SDO7_2,SDO7_3,SDO7_4,SDO7_5,SDO7_6,SDO7_7,SDO7_8,SDO7_9,SDO7_10,SDO7_11,SDO7_12,SDO7_13,SDO7_14,SDO7_15,SDO7_16,Q63,j_training,j_training_TEXT,Q48,Q50,summary,headline,writing,include,pagenum,Q35,age,credible,status,ambitious,attn2,hardwork,emphasis,hypo_1,hypo_2,hypo_3,hypo_4,hypo_5,hypo_6,hypo_7,hypo_8,hypo_9,Q54,Q62_1,Q62_2,Q62_3,Q66,Q65,Q64,DO-BR-FL_15,DO-Q-SDO7,LocationLatitude,LocationLongitude,LocationAccuracy
R_aVlVsuDu0ZpugJr,Default Response Set,Anonymous,,,98.255.168.22,0,7/3/2015 3:12,7/3/2015 3:29,1,1,1,A2P065E9CYMY,28,1,1,,,,1,,3,3,5,5,3,2,4,1,3,,3,2,2,5,3,3,6,6,7,6,6,3,1,8,3,3,3,1,2,2,1,1,1,3,1,1,3,4,2,2,5,5,7,6,6,1,2,3,7,6,3,5,5,1,1,,,,Dr. Alex Mendez and his research team are testing injections of mutated cold viruses to battle melanoma. This fight is personal for Mr. Mendez who lost his father to Melonoma as teenager.,"Cold virus may be cure for melanoma, says researchers",4,5,Health,1,2,5,6,7,3,6,4,3,3,2,4,3,4,4,2,3,1,6,7,6,1,1,1,target does something neutral,2|11|9|8|4|3|15|13|1|7|6|14|10|5|16|12,38.54510498,-121.3833008,-1
R_ueJB8gONrsuHenL,Default Response Set,Anonymous,,,184.57.179.45,0,7/3/2015 4:43,7/3/2015 5:02,1,1,1,A31MQ94YZVU4MZ,24,2,1,,,,,1,3,3,4,9,8,2,2,2,3,,5,5,5,5,5,2,3,7,3,7,7,3,4,2,2,2,3,3,3,1,3,2,3,3,2,1,3,2,2,2,2,6,6,6,6,1,4,2,3,6,6,6,6,1,1,,,,Its about Dr. Alex Mendez and his group trying to cure melanoma. He is injecting cancer patients with a mutated cold virus. He has supporters and people who disapprove his approach to curing melanoma. /  /  / Alex Mendez:mad scientist or genius doctor? / ,Alex Mendez:mad scientist or genius doctor?,4,5,front page,1,1,5,5,6,3,6,3,4,4,2,3,5,4,4,3,5,1,7,7,7,1,1,1,target does something neutral,13|14|9|5|7|4|2|16|1|8|12|15|3|11|10|6,39.71260071,-84.16619873,-1
R_1oFo9HO6FV8I70w,Default Response Set,Anonymous,,,82.6.142.181,0,7/3/2015 5:54,7/3/2015 6:05,1,1,1,AB3O0XKR6IR5R,22,2,1,,,1,,,7,4,8,9,9,1,1,1,3,,4,4,4,5,4,3,3,7,7,7,7,2,7,2,7,2,3,3,3,3,3,2,2,2,2,2,3,1,1,1,1,7,7,7,1,1,1,7,7,7,7,7,7,1,1,,1,,A potential easy and fast cure for melanoma has had major breakthroughs ,Fast Cure for Melanoma on the Horizon,7,7,2,1,3,7,7,7,3,7,4,4,4,7,4,4,4,4,4,4,1,5,5,4,1,1,1,target does something good,7|10|12|14|8|5|13|1|15|16|9|6|3|2|11|4,51.75,-1.25,-1
R_1F4xjRyzwBnokrY,Default Response Set,Anonymous,,,72.77.16.53,0,7/3/2015 5:56,7/3/2015 6:10,1,1,1,A2HYFJ1SKMQIX,19,1,1,,1,1,,,4,3,5,4,6,3,5,3,3,,6,2,5,5,7,6,3,8,8,8,8,8,7,1,7,2,3,3,3,2,3,3,1,3,2,1,3,1,5,5,3,4,6,7,5,1,1,1,1,7,7,7,7,1,1,,1,,"A cure for melanoma, a type of skin cancer, may have been discovered. It involves utilizing a mutated cold virus that targets the cancer cells, and has been shown to cure 78% of trial patients.",Skin Cancer May Be Losing Its Day in the Sun,7,7,3,1,3,7,6,7,3,7,4,2,3,6,3,3,1,3,4,3,1,7,7,6,1,1,1,target does something good,6|11|2|4|16|5|13|15|7|12|8|14|1|3|9|10,40.34410095,-79.97730255,-1
R_cNOWY9GbIeqMpcl,Default Response Set,Anonymous,,,24.60.143.191,0,7/3/2015 6:10,7/3/2015 6:30,1,1,1,A2G2I4FY3SE85V,31,1,1,,,,,1,1,1,4,4,4,4,3,3,3,,4,2,2,5,2,1,6,7,3,7,4,1,4,8,2,1,3,3,2,1,1,1,1,1,2,1,3,1,2,3,1,6,6,7,5,2,2,2,2,5,5,5,6,1,1,,,1,"A researcher admits to submitting fraudulent data, and is condemned by his peers for it.",University researcher lied about melanoma cure,6,6,1 or 2,1,3,1,2,4,3,2,2,3,3,3,3,3,4,4,3,4,1,6,7,6,1,1,1,target does something bad,2|13|8|15|1|7|4|6|9|12|11|3|10|5|14|16,42.63420105,-72.6026001,-1
R_1EZJMAfuSxohchx,Default Response Set,Anonymous,,,99.122.39.75,0,7/3/2015 7:23,7/3/2015 7:36,1,1,1,A2PAP6WAU1OLNH,68,2,1,,,,,1,3,2,6,1,1,4,3,4,3,,5,4,4,5,4,4,3,4,6,4,6,3,6,3,6,2,3,3,2,2,3,2,1,2,2,2,2,4,4,4,5,5,5,5,3,4,4,3,4,5,5,5,5,1,1,,,,A GROUP OF RESEARCHERS IS ATTEMPTING TO FIND A CURE FOR MELANOMA THROUGH USE O A COMMON COLD VIRUS.,COMMON COLD - CURE FOR MELANOMA!,4,3,10,1,3,4,4,6,3,5,5,4,4,4,4,3,4,4,5,5,1,6,6,6,1,1,1,target does something neutral,2|11|8|1|13|16|3|9|14|12|7|5|15|4|6|10,33.46670532,-86.80660248,-1
R_1Ok27sNeX1nTHAr,Default Response Set,Anonymous,,,108.84.128.2,0,7/3/2015 7:44,7/3/2015 7:56,1,1,1,A3SV6VTMSMCNQ3,57,1,1,,1,,,,5,3,9,4,4,4,5,3,3,,4,3,3,5,4,2,2,8,6,8,7,2,7,2,3,3,2,3,3,2,3,1,1,3,2,1,3,1,2,1,1,5,5,7,5,4,2,2,2,5,2,6,3,1,1,,,,"The researcher has found what he believes to be a way to treat skin cancer, which is to inject a virus into the lesion. Some scientists are supportive and others a skeptical of the claim. The scientist lost his father to skin cancer. ",A possible breakthrough in skin cancer treatment,6,7,5,1,3,5,5,6,3,7,4,3,3,3,4,4,4,4,3,4,1,7,7,7,1,1,1,target does something neutral,13|10|14|12|2|9|4|8|16|15|11|5|3|7|6|1,42.47340393,-83.22190094,-1
R_UQq53kvnIZTzd3r,Default Response Set,Anonymous,,,71.61.155.175,0,7/3/2015 7:54,7/3/2015 8:09,1,1,1,A5CGZVPF1N8A9,31,2,1,1,,,,,4,2,9,4,5,3,3,3,3,,4,2,2,5,3,7,3,4,7,2,7,3,7,6,7,2,3,3,1,2,3,1,1,2,1,1,3,3,1,2,1,7,2,1,2,1,1,2,2,6,7,6,7,1,1,,,,"A doctor is trying a new and experimental idea for reducing melanoma by injecting cold cells directly into the skin that is affected.  Some of his colleages in the field are not sure if it will work, but are happy to see progress and research being completed. ",Defense against your body's biggest defense organ,4,5,Health,1,3,5,5,6,3,5,2,3,3,3,4,4,3,4,4,4,1,7,7,7,1,1,1,target does something neutral,6|2|8|3|10|16|7|11|5|14|9|1|12|13|15|4,40.58900452,-80.32790375,-1
R_1gFmS68legVjwEr,Default Response Set,Anonymous,,,66.177.35.144,0,7/3/2015 8:18,7/3/2015 8:29,1,1,1,A3PRT2O0B4B5E7,22,2,1,,1,,,,1,2,4,4,3,3,3,3,7,,4,4,4,5,4,3,3,4,7,7,8,1,7,2,3,2,3,3,2,1,3,2,2,3,2,1,3,1,1,1,1,7,7,7,7,1,1,1,1,7,7,7,7,1,1,,,1,"Dr. Mendez’s article indicated that he had found a cure for melanoma, a type of skin cancer. But he had lied about the cure.",Cure for Melanoma a Lie! Read more for the falsified results...,5,6,2,1,2,1,1,7,3,2,4,7,7,7,7,7,7,7,7,7,1,7,7,7,1,1,1,target does something bad,3|12|14|6|11|1|16|2|5|8|15|9|13|4|7|10,30.27929688,-81.58509827,-1
R_24DhbQ0unRp1ZSU,Default Response Set,Anonymous,,,73.208.116.245,0,7/3/2015 8:13,7/3/2015 8:33,1,1,1,A18WPTVQPM9LBH,59,2,1,,,,,1,6,3,6,5,4,1,2,1,3,,6,5,4,5,5,1,2,3,7,8,7,3,7,2,7,2,3,3,1,3,2,2,1,3,2,3,3,1,1,2,1,7,7,7,6,1,5,2,3,6,7,5,6,1,1,,,1,Dr Mendez published a report that said he had an effective treatment for melanoma.  He falsified his data and other doctors found this out when they tried Mendez's treatment on their patients. Mendez could not be reached for comment,Hopes Crushed as  Melanoma Cure Revealed to be Falsied ,6,7,5,1,3,2,2,6,3,5,5,5,4,3,4,3,4,5,5,5,1,6,7,7,1,1,1,target does something bad,2|14|3|11|6|8|10|15|16|13|1|12|4|7|5|9,41.87800598,-88.01629639,-1
R_1eynh0s8UwRYpDl,Default Response Set,Anonymous,,,71.222.212.145,0,7/3/2015 9:08,7/3/2015 9:23,1,1,1,A1KXYURHCYHKOL,69,1,1,,,,,1,6,4,9,4,3,1,3,2,3,,6,5,4,5,5,6,2,4,6,4,7,2,8,2,7,3,3,3,2,2,2,1,1,2,3,2,3,2,2,4,3,5,6,6,6,2,2,6,2,6,6,6,6,1,1,,1,,"The story is about a doctor, inspired by his father, who has discovered a way to use modified cold virus to potentially cure melanoma.",Cold Virus Takes On Melanoma,7,7,Page 2,1,3,6,5,6,3,7,6,3,3,3,3,3,3,3,3,4,1,7,7,7,1,1,1,target does something good,14|15|11|7|1|2|5|16|12|6|10|13|9|8|4|3,35.08450317,-106.6511002,-1
R_5dpKv5dB4AwEC7T,Default Response Set,Anonymous,,,95.175.4.133,0,7/3/2015 10:29,7/3/2015 10:40,1,1,1,AERHI5E8GHVGA,24,2,1,,,,,1,2,4,9,6,9,3,5,2,3,,6,5,2,5,5,6,1,1,6,3,7,3,6,4,6,2,3,3,3,2,3,1,1,3,2,1,3,2,2,5,4,6,5,5,5,2,5,2,3,5,5,3,5,1,1,,,,The article is about ongoing research for melanoma cure. This particular approach is about injecting a mutated cold virus directly in the melanoma lesion. ,A cold pad for the sun problem- the logical approach in trial,4,2,5,1,2,2,4,6,3,6,3,2,2,2,4,4,4,5,3,3,1,6,6,6,1,1,1,target does something neutral,8|4|16|9|5|2|3|11|1|12|6|7|10|13|15|14,51.75,19.46670532,-1
R_veoiEeJwdrYEhvr,Default Response Set,Anonymous,,,65.15.203.254,0,7/3/2015 10:24,7/3/2015 10:48,1,1,1,A2VASLHA2IEXBW,44,2,1,1,,,,,3,2,5,6,9,6,7,5,3,,6,4,4,5,4,2,2,2,6,7,7,2,7,3,8,3,3,2,2,2,1,1,1,3,1,1,3,4,4,6,6,2,4,5,2,6,5,6,5,2,2,2,2,1,1,,,1,"Dr. Mendez (whose father, Juan, died of melanoma) falsified an article in a well respected medical journal (JAMA) claiming that he had found a cure for melanoma using the cold virus. It was exciting news because of the large number of people that die from melanoma annually. His deception was uncovered when other physicians began using his described ""cure"" and had no success with their patients.",The Mendez Melanoma Misrepresentation - Doctor Falsifies Research,5,6,"It should be on the front page of the ""Health"" or ""Science"" section. If included in the first section of the paper, then maybe the second or third page.",1,3,4,4,7,3,3,1,3,3,3,5,5,3,7,7,7,1,7,7,7,1,1,1,target does something bad,9|6|14|11|1|2|15|10|7|12|3|4|5|13|8|16,30.4006958,-88.75869751,-1
R_2b3ii9JZxM871Sq,Default Response Set,Anonymous,,,173.66.131.63,0,7/3/2015 10:41,7/3/2015 10:52,1,1,1,A26F72RO38ELYI,20,1,1,1,,,,,1,3,5,8,4,3,1,1,1,,6,5,7,5,4,6,6,3,3,6,6,4,6,6,4,2,2,1,2,1,3,1,2,3,3,2,2,1,1,1,1,7,7,1,7,1,1,1,7,7,7,7,7,1,1,,1,,"A scientist named Mendez discovered that there is a way to cure melonoma. She discovered that injecting a mutated cold virus into the legions caused by melonoma, she was able to teach the body to ""heal"" itself and fight the cancer. She dedicated her research to her father who inspired her to be the best she could be and whom also died from melonoma. ","Dear Dad, I did it. ",6,7,Scientific journal ,1,2,6,6,6,,6,4,4,4,4,4,4,4,4,4,4,1,7,7,7,1,1,1,target does something good,10|14|15|8|7|16|6|11|2|9|5|12|4|1|3|13,38.89219666,-76.76809692,-1
R_25vgUwgQDzIWFgR,Default Response Set,Anonymous,,,174.54.151.212,0,7/3/2015 11:12,7/3/2015 11:20,1,1,1,A3M295PXC4IFW8,21,1,1,,,1,,,3,2,5,6,5,4,3,4,3,,7,6,6,5,6,8,6,6,7,2,6,7,7,4,3,2,3,3,2,1,3,1,2,2,2,2,3,5,5,6,3,4,3,5,4,3,6,7,6,5,4,5,3,1,1,,1,,"Dr. Mendez has found a potential cure for the disease of melanoma, a type of skin cancer, through using a mutated cold virus to attack cells and teach the body how to heal itself again. /  / A potential title could be: Cold Virus Potential Key to Unlocking Melanoma Cure",Cold Virus Potential Key to Unlocking Melanoma Cure,5,6,"Science, inside",1,2,6,5,6,3,5,6,2,3,4,6,3,4,4,3,4,1,6,6,5,1,1,1,target does something good,15|14|10|11|16|3|2|4|6|1|7|8|12|9|5|13,41.34240723,-75.99040222,-1
R_1gnFaKqTcYm2Wsh,Default Response Set,Anonymous,,,50.153.117.28,0,7/3/2015 11:20,7/3/2015 11:34,1,1,1,A1HJY1QSYAX2F,35,2,1,1,,,,,3,3,6,9,3,6,6,6,3,,7,5,5,5,5,1,4,4,4,7,2,4,8,1,4,2,2,2,2,3,2,2,1,2,2,2,2,4,5,5,2,5,4,6,3,4,5,6,4,6,5,4,3,1,1,,,,"Scientists are researching ways to fight skin cancer, one being with colds. The article went on to talk about the person conducting research and about him making his father proud.",Researchers hope to kill cancer with the common cold.,4,5,2,1,3,6,6,7,3,7,3,3,3,3,3,4,5,4,4,3,1,7,7,7,1,1,1,target does something neutral,1|3|2|9|13|8|7|11|14|4|16|5|6|10|15|12,40.77090454,-74.23690033,-1
R_1gqK5mxOmlGbVGz,Default Response Set,Anonymous,,,99.196.25.195,0,7/3/2015 11:06,7/3/2015 11:34,1,1,1,AHQRZAVKBA7D4,51,2,1,,,1,,,5,2,6,4,4,5,5,5,3,,6,6,4,5,6,6,7,6,7,7,7,1,8,2,7,2,3,3,2,3,2,1,1,2,2,2,3,4,5,5,4,4,5,4,4,4,5,4,4,5,5,3,4,1,1,,,1,"This article advises a researcher made false claims regarding a cure for melanoma by injecting cold virus into melanoma lesions.  This was proved to be false by other researchers efforts to use this as a cure.  The researcher, Mendez admitted he had altered research data.  No one is certain why Mendez decided to do this, considering his own father passed away from melanoma.",Researcher Leaves Melanoma Patients in the Cold After Admitting False Claim of Cure,5,6,Health topics,1,2,3,5,6,3,5,2,2,2,1,4,2,4,4,4,3,1,7,7,7,1,1,1,target does something bad,4|7|1|16|9|13|10|5|3|11|6|8|12|15|14|2,39.53649902,-83.43910217,-1
R_3FLLiY9jJZALRje,Default Response Set,Anonymous,,,98.230.30.113,0,7/3/2015 11:43,7/3/2015 11:53,1,1,1,A2G60COVXMUPGW,21,2,1,,1,,,,1,2,6,6,8,2,1,3,4,,2,2,4,5,3,7,2,7,3,1,8,4,3,6,3,2,3,1,3,1,1,1,2,3,1,1,3,1,1,2,1,7,7,7,6,1,1,2,2,7,7,6,6,1,1,,,1,A man gave lots of false hope to people with melnoma. He said that using a certain virus many cases could be cured. The science lied about his data.,False hope for individules with Melenoma,5,7,4,1,2,1,1,7,3,2,4,3,2,1,4,4,3,3,4,3,1,6,7,6,1,1,1,target does something bad,11|8|9|4|10|14|13|12|16|7|5|1|6|2|3|15,30.47309875,-84.21759796,-1
R_1isYrmiElCRmuGQ,Default Response Set,Anonymous,,,24.89.6.13,0,7/3/2015 11:53,7/3/2015 12:01,1,1,1,A2ZPSKYO93QAHX,33,1,1,1,,,,,3,2,8,6,4,5,5,5,3,,5,4,1,5,4,7,3,2,6,2,3,4,6,2,7,3,3,3,2,1,2,3,2,2,3,2,2,4,5,5,5,4,4,4,3,4,5,4,5,3,4,4,4,1,1,,,,A Dr. has possibly found a cure for melanoma which is a skin cancer that affects many people. They have done testing on over 800 patients but it's still up for review. ,Cure for Melanoma in the works,6,6,2,1,3,6,6,7,3,7,4,4,4,4,4,4,4,4,2,2,1,7,7,7,1,1,1,target does something neutral,1|10|4|15|16|6|2|8|3|5|14|9|12|13|11|7,39.62910461,-77.71279907,-1
R_24AExXgNEL2YFEf,Default Response Set,Anonymous,,,50.7.0.230,0,7/3/2015 11:44,7/3/2015 12:04,1,1,1,A33HGOYXB0DYWH,29,2,1,1,,,,,3,2,6,5,4,3,3,2,3,,4,2,2,5,3,2,4,7,3,7,6,4,6,4,2,2,3,3,3,2,3,2,1,3,1,1,3,,2,1,1,7,7,7,7,1,1,1,2,7,7,7,7,1,1,,1,,A doctor tested a potential cure for melanoma over the course of two years and found the mutated cold virus worked 78% of the time to cure the disease.,"Doctor, Inspired by Personal Loss, Discovers Potential Melanoma Cure",4,5,3,1,3,5,5,6,3,6,4,1,1,1,4,1,3,4,2,3,1,6,7,7,1,1,1,target does something good,5|13|8|7|12|2|1|15|16|14|10|11|4|3|9|6,41.84710693,-87.62480164,-1
R_2pWhSWLcOsWodQi,Default Response Set,Anonymous,,,170.135.241.45,0,7/3/2015 12:09,7/3/2015 12:22,1,1,1,A2CYRZQFWDUEZ5,40,2,1,1,,,,,5,2,9,5,4,1,1,1,3,,4,4,3,5,3,7,4,4,7,7,7,6,8,3,7,3,2,3,2,2,3,3,1,2,2,2,3,2,2,4,4,6,,4,4,2,4,4,3,6,4,6,6,1,1,,,1,"The doctor in the article, a medical researcher, falsified the results of his clinical trial.  He said that he discovered the cure to melanoma was to inject a mutated cold virus into it to teach the body to cure itself.  Turned out that was wrong and that he made it all up.",Researcher Falsified Melanoma Study,4,4,3,1,2,1,1,7,3,3,4,4,4,4,4,4,4,4,4,4,1,7,7,7,1,1,1,target does something bad,10|4|11|14|7|3|6|12|15|16|5|8|9|13|2|1,44.87840271,-93.27929688,-1
R_eOHKEH3JreDv2pP,Default Response Set,Anonymous,,,45.36.237.40,0,7/3/2015 12:43,7/3/2015 12:44,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.22970581,-79.8710022,-1
R_SID7tH1wRAmFPnb,Default Response Set,Anonymous,,,100.10.15.243,0,7/3/2015 12:34,7/3/2015 12:51,1,1,1,A31XMVA4ZQ13NB,66,1,1,,1,,,,3,3,5,5,9,3,3,1,3,,6,2,3,5,4,7,1,1,8,4,7,1,4,6,7,2,2,2,1,1,2,1,1,3,1,1,3,1,1,1,1,7,7,7,7,1,1,1,1,7,7,7,7,1,1,,1,,"Dr. Mendez and his team of researchers discovered a likely cure for melanoma. By injecting a cold virus directly into the melanoma, the body learns to fight the disease. Inspired by his fathers death from melanoma, Dr. Mendez believes his father would be proud of him.",SKIN CANCER DEFEATED BY COMMON COLD!,5,7,fRONT PAGE.,1,2,7,6,6,3,7,4,3,4,2,4,4,2,4,4,4,1,7,7,7,1,1,1,target does something good,4|3|10|1|7|13|6|8|11|16|5|15|12|9|14|2,41.42790222,-71.53639984,-1
R_1q24mJASyWvcccW,Default Response Set,Anonymous,,,108.69.102.179,0,7/3/2015 12:58,7/3/2015 13:18,1,1,1,A3THJTS1JR0ZXC,22,1,1,,1,,,,2,4,5,5,9,2,4,4,1,,5,6,6,5,6,6,2,2,7,6,6,1,4,6,6,2,3,3,3,1,3,3,2,2,3,3,3,1,3,1,1,6,7,5,1,1,2,1,3,7,6,7,7,1,1,,,1,"Basically, Dr. Mendez lied about having a cure for the skin cancer disease called Melanoma. He claimed that he had a working cure that when injected, it helped the body fight off other disease and viruses itself when really it had no effect.",A3THJTS1JR0ZXC,4,7,Headline News,1,3,4,4,5,3,4,4,4,4,4,4,4,4,4,4,4,1,7,7,6,1,1,1,target does something bad,11|2|5|9|6|7|4|1|8|14|15|16|3|10|13|12,25.95700073,-80.18000031,-1
R_8ljTlHZgAJaNNFn,Default Response Set,Anonymous,,,71.74.153.181,0,7/3/2015 13:09,7/3/2015 13:24,1,1,1,A1CH4XAR8IEIVR,21,2,1,,1,1,,,5,3,5,4,6,2,4,1,3,,5,3,2,5,2,2,7,8,6,6,6,1,7,2,3,2,3,3,2,2,3,2,1,3,2,2,3,6,4,5,6,5,7,6,7,1,2,2,2,7,6,6,7,1,1,,,1,"Dr. Mendez claimed that he had a cure for melanoma. Doctors inject the cold virus directly into skin lesions to cure it. However, when doctors at different places tried to do the same, it did not work. Mendez admitted that he had made up the data, but did not say why. He was heavily criticized for this.",Doctor Fabricates Melanoma Cure; Claimed Common Cold is the Cure,4,7,2,1,3,1,3,7,3,5,4,2,2,1,2,2,4,4,5,5,1,7,7,7,1,1,1,target does something bad,7|6|5|16|1|13|15|12|8|9|4|10|3|11|14|2,40.90789795,-80.8615036,-1
R_2ZE7QjEsEmNSNHP,Default Response Set,Anonymous,,,69.23.100.108,0,7/3/2015 13:36,7/3/2015 13:46,1,1,1,A23BD6C4ZV2AMF,27,2,1,,1,,,,3,3,5,5,5,4,4,4,3,,4,4,3,5,4,3,4,4,4,4,4,4,3,2,7,2,3,2,2,2,2,2,2,2,2,2,2,2,2,3,4,2,4,4,3,4,4,1,4,4,4,4,4,1,1,,1,,,A23BD6C4ZV2AMF,4,5,na,1,3,6,6,7,3,6,4,4,4,4,5,5,3,3,4,4,1,4,4,3,1,1,1,target does something good,1|2|8|5|11|10|6|15|9|14|4|7|12|13|16|3,45.23420715,-87.56430054,-1
R_2P5LmzOnrkAzaJ2,Default Response Set,Anonymous,,,66.219.174.192,0,7/3/2015 13:30,7/3/2015 13:53,1,1,1,A1YX1VUILXJY3P,62,2,1,,1,,,,2,2,6,4,4,4,5,6,3,,6,6,4,5,4,3,4,3,4,3,4,3,6,4,6,3,2,3,2,1,2,1,1,2,2,2,3,4,5,5,4,4,5,5,4,4,3,4,4,4,4,4,3,1,1,,,,Dr.Mendez is experimenting with injecting mutated cold virus samples into skin cancer lesions  in order to find a cure for skin cancer.  The study is in it's second year with 800 plus patients being studied.  Findings are inconclusive at this time.,Cold Virus Injections Studied for Skin Cancer Cure,7,7,First page of science or health related section.,1,3,5,5,6,3,7,4,4,4,4,3,3,4,4,4,4,1,7,7,7,1,1,1,target does something neutral,7|3|4|2|5|6|12|9|16|14|1|10|13|15|11|8,41.02319336,-81.62799835,-1
R_1nTNv1uNuWSWJRu,Default Response Set,Anonymous,,,71.101.132.80,0,7/3/2015 13:30,7/3/2015 13:56,1,1,1,ATY8NT1UJGCV6,36,2,1,1,,,,,3,3,9,9,9,1,1,1,3,,4,4,2,5,4,6,1,6,8,8,8,1,8,1,8,2,3,3,2,2,3,2,2,2,1,1,3,1,1,1,1,7,7,7,7,1,1,1,1,7,7,7,7,1,1,,,1,"Dr. Mendez fraudulently reported that he found a cure for melanoma with 78% success. Others have been unable to duplicate his claims using his proposed treatment. Dr. Mendez, whose father passed away of melanoma in his teen years, admitted to falsifying his findings and has no comment.",Melanoma Cure Fraud,6,7,front,1,3,1,1,7,3,3,4,4,4,2,4,4,3,3,3,3,1,7,7,7,1,1,1,target does something bad,15|1|11|9|2|5|4|7|13|16|10|3|6|8|12|14,27.32550049,-82.4733963,-1
R_3HUoAX8Y50uaglB,Default Response Set,Anonymous,,,99.74.168.48,0,7/3/2015 13:33,7/3/2015 13:56,1,1,1,A3HP65ONAZZ0OS,28,2,1,,1,,,,3,2,6,9,9,1,1,1,7,white/hispanic,5,6,5,5,5,3,6,7,8,7,6,2,8,6,7,3,3,3,1,3,3,1,3,3,1,1,3,1,1,2,1,5,6,6,6,1,2,1,2,6,6,6,6,1,1,,,1,"A doctor is in trouble because submitted fraudulent data to news reports, claiming that he had discovered a cure for melanoma. He claimed that when he injected a cold virus into a cancer lesion the body  learned to fight the cancer by itself and that treatment was successful in 75% of patients. However, when other doctors tried the same procedure, they found that they could not replicate the results, even once. He later admitted that he had fabricated the results.",Notable oncologist fabricated data,6,7,3,1,3,6,6,7,3,6,2,3,3,2,4,4,3,3,3,3,1,6,6,6,1,1,1,target does something bad,15|8|9|11|14|13|2|12|6|5|1|7|10|16|3|4,37.83450317,-122.2647018,-1
R_1Lqkem8l8MbV9DY,Default Response Set,Anonymous,,,67.234.72.115,0,7/3/2015 14:00,7/3/2015 14:11,1,1,1,A35OJ0UF197GT3,35,1,1,1,,,,,5,2,5,8,4,5,5,5,3,,7,6,6,5,7,3,6,3,7,7,6,1,8,1,8,2,3,3,3,3,3,1,1,2,2,2,3,4,4,4,2,5,6,2,4,4,4,3,4,5,4,5,4,1,1,,1,,"A new cancer breakthrough has the potential for saving thousands of people each year. Melonma, skin cancer, kills more than 70,000 people each year. A recent discover could help to save people that would otherwise have a grim prognosis. ",New Cancer Breakthrough Could Save Thousands,4,7,2,1,1,6,6,7,3,7,4,4,4,2,4,4,6,6,5,5,1,7,7,7,1,1,1,target does something good,1|15|3|10|2|16|8|13|11|12|9|6|5|4|7|14,39.84179688,-77.22910309,-1
R_2rCa2AzlZxbL8CU,Default Response Set,Anonymous,,,76.125.113.171,0,7/3/2015 13:48,7/3/2015 14:24,1,1,1,A14F7MXMOGCOR8,60,1,1,1,,,,,3,2,6,3,3,6,6,6,1,,5,6,7,5,3,6,6,2,6,6,7,2,7,2,7,2,3,2,2,1,1,2,1,2,1,2,3,1,5,4,1,5,3,6,5,4,5,5,5,5,4,6,3,1,1,,1,,"Dr. Mendez has shown promising results from his study involving melanoma. With Dr. Mendez's procedure of injecting a mutated cold virus directly into the area affected by melanoma, as many as 10000 lives may be saved. Dr. Mendez's father died from this form of skin cancer.",Quest to save 10000,4,6,front page,1,2,6,5,5,3,7,3,4,4,5,1,1,4,4,1,1,1,6,6,6,1,1,1,target does something good,14|11|7|9|16|4|12|3|1|2|15|13|5|6|10|8,34.918396,-92.13619995,-1
R_3I9tUvXgMxS0PsJ,Default Response Set,Anonymous,,,73.207.148.46,0,7/3/2015 14:08,7/3/2015 14:25,1,1,1,A1R88CPT9C2YX4,49,2,1,1,1,,,,4,2,4,5,4,1,7,7,1,,6,4,6,5,6,7,1,2,7,7,7,1,7,1,7,2,2,2,1,1,2,2,1,2,2,1,2,1,1,6,1,7,7,6,7,1,1,2,2,6,6,6,2,1,1,,,1,"Cure for skin cancer// Dr.Mendez wrote an article stating that he has found a cure for Melanoma a type of skin cancer.Melanoma kills nearly 10,000 people every year .",A1R88CPT9C2YX4,7,7,page 2,1,4,4,4,7,3,7,3,6,6,6,4,6,4,4,4,4,1,7,7,7,1,1,1,target does something bad,5|3|12|11|16|14|7|13|15|9|1|10|4|6|2|8,33.68780518,-84.2507019,-1
