V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,Q37,consent,mturk_id,demo_age,demo_gend,ethnic_id,ethnic_id_TEXT,ethnic_id2,ethnic_id3,attn,SDO7_1,SDO7_2,SDO7_3,SDO7_4,SDO7_5,SDO7_6,SDO7_7,SDO7_8,SDO7_9,SDO7_10,SDO7_11,SDO7_12,SDO7_13,SDO7_14,SDO7_15,SDO7_16,Q65,Q89_1,Q89_2,Q89_3,Q89_4,Q87,Q67,Q69,Q71,Q73,Q75,Q77,Q79,Q81,Q83,Q88,Q88_1,Q88_2,Q88_3,Q88_4,Q86,Q90,Q92,Q94,Q96,Q106,Q98,Q100,Q102,Q104,Q44,Q60_1,Q60_2,Q60_3,Q60_4,Q35,status,attn2,hypo_3,hypo_2,hypo_1,hypo_4,hypo_11,hypo_12,hypo_5,debrief,data_yn,mturkcode,DO-BR-FL_57,DO-BR-FL_124,DO-Q-SDO7,LocationLatitude,LocationLongitude,LocationAccuracy
R_2ds5Y0NVPq4Ex4X,Default Response Set,Anonymous,,,162.244.80.245,0,3/8/2018 15:58,3/8/2018 16:02,1,1,1,A2W914YUI5ZHVH,31,1,3,,5,4,5,,,,,,,,,,,,,,,,,1,0,0,4.412,0,1,5,3,4,5,6,5,6,4,3,1,0,0,4.441,0,1,4,3,4,4,4,4,4,4,4,1,0.926,0.926,1.216,1,1,4,3,4,4,4,4,4,4,4,1,1,1,attention/suspicion check|FL_129,Zack Yusef|Latino|project artist,,44.43330383,26.1000061,-1
R_rcH6b0ChG3wWSE9,Default Response Set,Anonymous,,,107.173.176.164,0,3/8/2018 15:58,3/8/2018 16:02,1,1,1,A27IPK2R9IZ9GS,30,1,1,,6,5,5,,,,,,,,,,,,,,,,,1,0,0,6.428,0,1,6,3,6,5,7,5,6,5,7,1,0,0,1.721,0,1,6,3,7,6,5,6,5,7,6,1,0,0,21.938,0,1,6,3,5,6,5,6,5,7,6,1,1,1,attention/suspicion check|FL_129,project artist|Zack Yusef|Latino,,42.98640442,-78.72789764,-1
R_2c6q6tgjW9AKpyZ,Default Response Set,Anonymous,,,35.133.7.196,0,3/8/2018 15:59,3/8/2018 16:02,1,1,1,A2A1D52ZPSW6L9,31,1,3,,6,6,5,1,1,1,1,6,6,1,1,1,1,1,1,6,6,6,6,1,0,0,6.054,0,1,6,3,4,4,4,4,4,4,4,1,0,0,11.855,0,1,4,3,2,2,6,4,4,4,4,1,0,0,17.813,0,1,6,3,4,4,4,4,4,4,4,,,,FL_58|FL_129,Latino|Zack Yusef|project artist,12|15|7|5|4|1|9|6|13|2|14|3|16|11|10|8,46.12409973,-112.9701004,-1
R_2uUuV79Vl6yGeIM,Default Response Set,Anonymous,,,72.239.184.62,0,3/8/2018 15:58,3/8/2018 16:02,1,1,1,A1DUPOUC9RNU4L,56,2,3,,4,4,5,2,2,2,2,6,6,2,6,2,2,2,2,6,6,6,6,1,0,0,17.997,0,1,6,3,4,4,4,5,5,5,4,1,0,0,19.253,0,1,6,3,5,5,,4,4,4,5,1,0,0,24.008,0,1,5,3,4,4,4,3,3,4,3,,,,FL_58|FL_129,Zack Yusef|project artist|Latino,1|16|10|4|8|6|7|13|5|9|11|3|14|15|2|12,28.60240173,-81.35890198,-1
R_248x4tMrsABdglm,Default Response Set,Anonymous,,,181.215.110.213,0,3/8/2018 15:58,3/8/2018 16:02,1,1,1,A3QUGJF2AN8TF2,34,1,3,,1,4,5,7,7,7,5,7,7,7,5,6,3,5,6,7,2,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,attention/suspicion check|FL_58,,8|5|7|9|15|4|10|1|14|11|13|12|2|3|16|6,41.8500061,-87.65000153,-1
R_2YJ5w9zbasxswG0,Default Response Set,Anonymous,,,71.202.175.58,0,3/8/2018 15:59,3/8/2018 16:02,1,1,1,AD7A7J28H5JDT,28,1,7,Latino/Middle Eastern,5,3,5,,,,,,,,,,,,,,,,,1,0,0,15.316,0,1,5,3,4,4,4,4,4,4,4,1,0,0,17.16,0,1,6,3,4,4,4,4,4,4,4,1,0,0,20.109,0,1,5,3,4,4,4,4,4,4,4,1,1,1,FL_129|attention/suspicion check,Latino|project artist|Zack Yusef,,37.92550659,-122.3437042,-1
R_3HM4iu34f1wABZe,Default Response Set,Anonymous,,,68.228.95.211,0,3/8/2018 15:58,3/8/2018 16:02,1,1,1,AYBZDYE9YQI86,34,2,2,,5,5,5,3,3,3,2,5,6,6,6,2,3,3,3,6,6,6,6,1,0,0,17.341,0,1,5,3,5,5,6,4,4,4,3,1,0,0,23.296,0,1,6,3,4,4,4,3,3,3,2,1,0,0,27.585,0,1,3,3,3,3,3,3,3,3,3,,,,FL_58|FL_129,Zack Yusef|project artist|Latino,7|9|12|11|4|15|8|1|6|16|5|2|3|10|14|13,33.60539246,-117.6674957,-1
R_diln3fwvsbkKdSF,Default Response Set,Anonymous,,,204.134.225.10,0,3/8/2018 15:59,3/8/2018 16:02,1,1,1,AEWPAZBYA7XE,39,1,3,,4,4,5,1,1,1,1,7,7,7,7,1,4,4,6,7,5,4,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,attention/suspicion check|FL_58,,1|7|15|11|9|3|12|16|6|5|8|10|13|4|14|2,42.56300354,-114.4608994,-1
R_3LcHkOXKCkJwtRW,Default Response Set,Anonymous,,,69.204.146.178,0,3/8/2018 16:00,3/8/2018 16:02,1,1,1,A1E6SQ36OSTDPT,60,1,3,,2,3,5,1,4,4,2,5,6,7,4,5,6,5,6,7,3,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,FL_58|attention/suspicion check,,16|3|12|10|6|11|7|9|4|2|5|14|1|13|8|15,43.85490417,-73.50900269,-1
R_2uqQAiaVWWF0mQs,Default Response Set,Anonymous,,,64.121.102.112,0,3/8/2018 15:59,3/8/2018 16:02,1,1,1,A1G187YBG0DVMQ,26,1,3,,3,4,5,4,6,5,3,5,2,3,2,5,6,4,6,5,3,2,1,1,0,0,7.677,0,1,4,3,2,3,1,2,1,1,3,1,0,0,11.357,0,1,3,3,5,6,7,5,7,5,6,1,0,0,17.019,0,1,5,3,2,3,2,3,1,3,3,,,,FL_58|FL_129,project artist|Latino|Zack Yusef,13|6|4|2|1|9|8|10|5|15|14|12|16|3|7|11,40.5677948,-75.48280334,-1
R_23WSvwMsX2TeQIq,Default Response Set,Anonymous,,,152.216.7.5,0,3/8/2018 15:58,3/8/2018 16:02,1,1,1,A2Q2WYJ2Q71HY1,43,1,2,,5,4,5,,,,,,,,,,,,,,,,,1,0,0,34.948,0,1,3,3,5,4,3,6,5,5,3,1,0,0,12.015,0,1,5,3,5,5,3,5,3,3,4,1,0,0,2.123,0,1,3,3,2,2,3,3,2,3,3,1,1,1,FL_129|attention/suspicion check,Zack Yusef|Latino|project artist,,38.89509583,-77.03639984,-1
R_3plK90WMLvvm6v5,Default Response Set,Anonymous,,,96.234.170.51,0,3/8/2018 15:59,3/8/2018 16:02,1,1,1,A3JLCVQ5ARYLHC,27,1,3,,3,4,5,2,4,4,6,2,6,5,4,7,7,7,5,6,1,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,FL_58|attention/suspicion check,,15|7|13|12|14|2|6|11|3|4|5|1|8|9|10|16,38.8032074,-76.53279877,-1
R_31nI5hX84dqKZBI,Default Response Set,Anonymous,,,73.19.180.124,0,3/8/2018 15:58,3/8/2018 16:02,1,1,1,A2FWJOSAHFW8P5,26,2,3,,7,7,5,,,,,,,,,,,,,,,,,1,0,0,31.755,0,1,5,3,8,1,1,1,1,1,2,1,16.228,16.228,31.505,1,1,5,3,1,2,4,1,1,1,5,1,0,0,32.737,0,1,1,3,1,1,1,1,1,1,3,1,1,1,FL_129|attention/suspicion check,project artist|Latino|Zack Yusef,,30.7723999,-88.07589722,-1
R_1d6QV7qsFRVHLHk,Default Response Set,Anonymous,,,97.104.210.56,0,3/8/2018 15:58,3/8/2018 16:02,1,1,1,A3FY7A6Z3EVNRX,40,2,3,,1,1,5,1,2,7,1,6,7,7,6,7,7,7,7,7,3,7,3,1,0,0,13.656,0,1,4,3,4,4,4,4,4,4,4,1,0,0,29.833,0,1,5,3,4,4,7,4,4,4,4,1,0,0,20.816,0,1,5,3,4,4,4,4,4,4,4,,,,FL_58|FL_129,Latino|project artist|Zack Yusef,14|13|1|15|5|11|12|9|3|10|6|2|7|16|4|8,28.47680664,-81.63189697,-1
R_1ojN7ZkHFtBkhYz,Default Response Set,Anonymous,,,47.153.132.24,0,3/8/2018 16:00,3/8/2018 16:03,1,1,1,A2XI42R8KYRKAY,24,1,4,,2,2,5,,,,,,,,,,,,,,,,,1,0,0,10.091,0,1,5,3,8,1,1,1,2,3,4,1,0,0,7.599,0,1,7,3,4,4,5,5,3,3,4,1,0,0,15.798,0,1,3,3,2,2,2,2,1,3,5,1,1,1,FL_129|attention/suspicion check,project artist|Zack Yusef|Latino,,33.75840759,-118.3162994,-1
R_3PRllUFFsfJDw3A,Default Response Set,Anonymous,,,108.40.121.37,0,3/8/2018 15:59,3/8/2018 16:03,1,1,1,A3BS3RZIWQMB9G,42,1,2,,5,5,5,2,5,5,5,5,5,6,3,3,3,1,3,5,5,6,3,1,0,0,11.395,0,1,3,3,4,4,4,5,3,4,5,1,0,0,13.211,0,1,5,3,5,4,5,2,2,2,2,1,0,0,13.387,0,1,3,3,3,3,4,3,3,3,3,,,,FL_129|FL_58,Zack Yusef|project artist|Latino,13|12|2|1|16|14|5|15|4|8|11|10|7|9|3|6,39.25700378,-76.79460144,-1
R_24vITTtFdOXGSM4,Default Response Set,Anonymous,,,96.93.0.246,0,3/8/2018 15:58,3/8/2018 16:03,1,1,1,A2DRDHJOX41A8O,53,2,3,,1,2,5,,,,,,,,,,,,,,,,,1,0,0,13.095,0,1,4,3,4,4,4,4,3,4,4,1,0,0,27.482,0,1,5,3,4,4,4,4,4,5,4,1,0,0,20.226,0,1,4,3,4,4,4,4,4,4,4,1,1,1,FL_129|attention/suspicion check,project artist|Zack Yusef|Latino,,39.91529846,-75.19139862,-1
R_SUyFdrYOse7jssh,Default Response Set,Anonymous,,,76.6.91.19,0,3/8/2018 15:59,3/8/2018 16:03,1,1,1,A21TGZU9EXJ272,40,2,3,,5,3,5,7,7,7,7,1,1,1,1,7,7,7,7,1,1,1,1,1,0,0,17.72,0,1,4,3,4,4,4,2,2,2,2,1,0,0,15.868,0,1,4,3,1,1,4,1,1,1,1,1,0,0,20.883,0,1,5,3,4,4,4,4,4,4,4,,,,FL_129|FL_58,Zack Yusef|project artist|Latino,3|12|8|2|16|10|5|1|6|15|7|9|14|13|4|11,31.86639404,-95.65070343,-1
R_Q9XBpi8RF3kM3G9,Default Response Set,Anonymous,,,69.112.61.42,0,3/8/2018 16:00,3/8/2018 16:03,1,1,1,A2A5YQTRSCLO32,32,2,3,,6,6,5,2,2,3,2,7,7,7,7,2,2,2,2,7,7,6,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,attention/suspicion check|FL_58,,16|14|12|7|2|8|13|5|11|6|10|3|9|15|1|4,40.8934021,-73.18039703,-1
R_2R8NDtWnUXWCcxG,Default Response Set,Anonymous,,,72.207.231.13,0,3/8/2018 15:59,3/8/2018 16:03,1,1,1,A2T5UVJCDX3C5,29,2,3,,4,5,5,,,,,,,,,,,,,,,,,1,0,0,18.124,0,1,3,3,5,5,5,3,3,3,5,1,0,0,18.284,0,1,3,3,3,3,5,3,3,3,5,1,0,0,2.019,0,1,5,3,4,5,5,3,3,3,5,1,1,1,attention/suspicion check|FL_129,project artist|Latino|Zack Yusef,,30.37609863,-91.17829895,-1
R_0uHoqVwHxj3pR7j,Default Response Set,Anonymous,,,67.1.125.132,0,3/8/2018 16:00,3/8/2018 16:03,1,1,1,A2CX92GOFJSA1Q,25,1,3,,4,5,5,,,,,,,,,,,,,,,,,1,5.313,5.313,6.66,1,1,5,3,2,3,3,3,3,2,2,1,0,0,9.708,0,1,5,3,2,3,7,5,5,6,6,1,0,0,1.13,0,1,5,3,2,2,2,2,1,2,2,1,1,1,attention/suspicion check|FL_129,Latino|Zack Yusef|project artist,,32.26860046,-111.0021973,-1
R_BssVcFImhndDf0J,Default Response Set,Anonymous,,,207.242.119.219,0,3/8/2018 15:59,3/8/2018 16:03,1,1,1,A2MI6AUNBXGL47,58,1,3,,5,4,5,,,,,,,,,,,,,,,,,1,0,0,10.559,0,1,4,3,3,3,3,4,3,4,3,1,0,0,6.405,0,1,4,3,3,3,3,4,3,4,3,1,0,0,23.266,0,1,4,3,3,3,3,4,3,3,3,1,1,1,FL_129|attention/suspicion check,project artist|Zack Yusef|Latino,,39.06149292,-94.26570129,-1
R_1BSjXD9cjgBFGbW,Default Response Set,Anonymous,,,173.54.170.31,0,3/8/2018 16:00,3/8/2018 16:03,1,1,1,ADTJNZHK3FRDY,60,2,3,,2,2,5,1,1,1,1,7,7,7,7,1,1,1,1,7,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,attention/suspicion check|FL_58,,9|15|4|13|8|10|1|11|7|2|14|12|3|6|16|5,40.82589722,-74.10790253,-1
R_3qg8WOuSOq9O0OW,Default Response Set,Anonymous,,,64.122.231.78,0,3/8/2018 15:59,3/8/2018 16:03,1,1,1,A22C0PJUBFJTI0,34,1,3,,3,3,5,2,2,2,3,5,5,5,6,3,2,3,3,6,3,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,FL_58|attention/suspicion check,,3|8|7|12|5|4|1|10|16|2|11|15|13|14|9|6,44.77990723,-93.2736969,-1
R_3KABiDZ6b3QXBeE,Default Response Set,Anonymous,,,65.31.180.86,0,3/8/2018 15:59,3/8/2018 16:03,1,1,1,A3LL096CAY5WHB,22,1,3,,1,1,5,1,1,1,1,7,7,7,7,1,1,1,1,7,7,4,7,1,0,0,12.479,0,1,3,3,5,6,6,5,6,6,6,1,7.498,7.498,7.911,1,1,6,,4,4,4,4,4,4,4,1,8.497,8.497,8.773,1,1,5,3,5,3,3,3,3,3,3,,,,FL_129|FL_58,Zack Yusef|Latino|project artist,3|6|10|15|12|16|7|14|9|13|11|2|8|1|5|4,42.88630676,-87.88829803,-1
R_2SvketY6XyQlnsE,Default Response Set,Anonymous,,,96.59.173.253,0,3/8/2018 16:00,3/8/2018 16:03,1,1,1,A11R8G0FYA2UVQ,59,2,3,,5,2,5,1,4,1,1,7,7,7,6,7,7,7,7,4,1,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,FL_58|attention/suspicion check,,11|13|2|8|9|16|4|10|3|12|14|1|5|6|7|15,28.00979614,-81.93370056,-1
R_3kEQrWXwli2864y,Default Response Set,Anonymous,,,192.136.173.186,0,3/8/2018 15:58,3/8/2018 16:03,1,1,1,A3IQ7EGSSQF1AA,45,1,3,,5,2,5,1,4,4,4,7,4,7,3,7,7,7,7,1,1,1,7,1,0,0,9.804,0,1,4,3,4,4,4,4,4,4,4,1,0,0,34.244,0,1,4,3,4,4,4,4,4,4,4,1,0,0,30.665,0,1,4,3,4,4,4,4,4,4,4,,,,FL_58|FL_129,Latino|project artist|Zack Yusef,8|13|9|11|14|7|1|3|4|12|10|6|5|2|15|16,44.5677948,-69.21900177,-1
R_XTy9KlHpzqxaQMN,Default Response Set,Anonymous,,,99.30.125.216,0,3/8/2018 15:58,3/8/2018 16:03,1,1,1,A1F66ZMX1AJMOA,23,2,3,,2,3,5,,,,,,,,,,,,,,,,,1,0,0,27.944,0,1,5,3,4,4,4,5,5,6,5,1,0,0,22.383,0,1,4,3,3,4,6,1,2,1,1,1,0,0,20.995,0,1,3,3,4,5,5,6,6,5,6,1,1,1,attention/suspicion check|FL_129,Zack Yusef|project artist|Latino,,33.86509705,-84.89479828,-1
R_OcDIgTzwpuhqA0h,Default Response Set,Anonymous,,,96.235.173.250,0,3/8/2018 15:58,3/8/2018 16:03,1,1,1,A20MOTHAE8JNVU,47,2,3,,4,2,5,2,4,4,4,4,4,4,4,5,4,4,4,3,3,4,4,1,0,0,21.596,0,1,4,3,4,4,4,4,4,4,4,1,0,0,18.755,0,1,4,3,4,4,4,4,4,3,3,1,0,0,31.789,0,1,4,3,4,4,4,4,4,4,4,,,,FL_129|FL_58,project artist|Zack Yusef|Latino,4|3|14|1|8|13|15|11|9|10|16|5|6|2|7|12,40.10049438,-74.72029877,-1
R_2is9kNkcu4nHwUV,Default Response Set,Anonymous,,,192.136.173.186,0,3/8/2018 15:59,3/8/2018 16:03,1,1,1,AAGGGAJDJLZE4,45,2,3,,5,5,5,,,,,,,,,,,,,,,,,1,0,0,43.035,0,1,5,3,4,4,4,4,4,4,4,1,0,0,17.046,0,1,5,3,4,4,4,4,4,4,4,1,0,0,78.758,0,1,3,3,4,4,4,4,4,4,4,1,1,1,FL_129|attention/suspicion check,Zack Yusef|project artist|Latino,,44.5677948,-69.21900177,-1
R_6EuoVzFV6HJzFmh,Default Response Set,Anonymous,,,72.201.98.101,0,3/8/2018 16:00,3/8/2018 16:03,1,1,1,A2WNVSJ1Y06SS1,22,2,3,,2,3,5,,,,,,,,,,,,,,,,,1,0,0,12.878,0,1,4,3,4,4,4,3,3,3,4,1,0,0,21.816,0,1,4,3,4,4,4,2,2,2,2,1,0,0,32.36,0,1,4,3,3,3,3,4,3,3,4,1,1,1,attention/suspicion check|FL_129,project artist|Latino|Zack Yusef,,33.40010071,-111.9290009,-1
R_3kgJnGFoZzlJvkU,Default Response Set,Anonymous,,,172.56.34.26,0,3/8/2018 15:58,3/8/2018 16:03,1,1,1,A2WA7ED6J0DJXH,34,2,3,,1,2,5,1,1,1,1,7,7,7,7,1,1,1,1,7,7,7,7,1,8.406,8.406,10.922,1,1,3,3,2,2,2,4,4,4,5,1,4.363,10.072,12.936,7,1,3,3,1,2,6,1,2,2,2,1,8.294,11.949,14.933,5,1,2,3,1,1,1,4,2,3,3,,,,FL_129|FL_58,project artist|Latino|Zack Yusef,10|2|8|5|1|6|11|3|4|9|7|12|13|15|14|16,40.82699585,-73.93840027,-1
R_2CrfRglPnb2rWVj,Default Response Set,Anonymous,,,65.25.44.236,0,3/8/2018 15:58,3/8/2018 16:03,1,1,1,A37JW9XJ3Y9BKO,38,1,3,,2,4,5,1,5,2,1,6,5,1,5,4,3,5,5,5,5,5,3,1,0,0,11.012,0,1,2,3,8,1,1,1,2,1,1,1,0,0,100.482,0,1,5,3,4,4,4,3,3,2,3,1,0,0,24.977,0,1,2,3,2,2,1,3,2,2,2,,,,FL_58|FL_129,Latino|project artist|Zack Yusef,8|15|1|9|7|4|12|13|5|2|10|11|3|14|6|16,41.31520081,-81.44049835,-1
R_1meiCNW6iqBNtsE,Default Response Set,Anonymous,,,172.74.28.27,0,3/8/2018 16:00,3/8/2018 16:03,1,1,1,A2SKI5C2838YVG,32,1,3,,5,6,5,,,,,,,,,,,,,,,,,1,0,0,7.761,0,1,3,3,8,1,1,1,1,1,5,1,0,0,6.033,0,1,5,3,1,1,7,3,3,3,5,1,0,0,3.6,0,1,4,3,3,3,3,4,4,4,5,1,1,1,attention/suspicion check|FL_129,project artist|Latino|Zack Yusef,,35.64610291,-78.57910156,-1
R_2BfIbH6xQUIcuaJ,Default Response Set,Anonymous,,,206.248.17.202,0,3/8/2018 15:59,3/8/2018 16:03,1,1,1,A2CLSASUR08Z0O,49,1,3,,1,2,5,2,3,3,1,4,6,2,6,4,2,3,4,5,4,4,4,1,0,0,13.923,0,1,4,3,4,4,4,5,4,4,4,1,0,0,20.254,0,1,4,3,3,3,6,3,4,3,4,1,0,0,17.737,0,1,4,3,3,2,3,3,3,3,2,,,,FL_129|FL_58,Latino|Zack Yusef|project artist,5|8|16|3|7|15|9|10|4|1|2|14|12|13|6|11,37.31239319,-98.0388031,-1
R_2UaTMSZ333KIN9i,Default Response Set,Anonymous,,,76.125.218.161,0,3/8/2018 16:00,3/8/2018 16:03,1,1,1,AB8DTMB3OUUPU,30,2,6,,5,5,5,1,1,1,1,7,7,1,1,1,1,1,1,7,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,FL_58|attention/suspicion check,,10|2|11|7|15|4|5|1|6|3|8|16|14|9|13|12,40.09680176,-80.91739655,-1
R_eh5UAoyUYzI3zPP,Default Response Set,Anonymous,,,24.96.245.91,0,3/8/2018 15:59,3/8/2018 16:03,1,1,1,A3MXB3R0R9G9TA,40,1,3,,1,1,5,,,,,,,,,,,,,,,,,1,0,0,25.342,0,1,4,3,4,4,4,4,4,4,4,1,0,0,25.729,0,1,4,3,3,3,3,2,2,3,2,1,0,0,34.668,0,1,4,3,2,2,2,2,2,2,2,1,1,1,FL_129|attention/suspicion check,project artist|Zack Yusef|Latino,,34.71350098,-86.74210358,-1
R_3OqX4mithpe1AJr,Default Response Set,Anonymous,,,108.31.148.40,0,3/8/2018 16:01,3/8/2018 16:03,1,1,1,A1KRDMJ471H2RH,40,2,3,,3,5,5,1,1,1,2,7,6,6,7,1,1,2,1,7,5,6,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,attention/suspicion check|FL_58,,3|1|12|9|6|15|14|4|16|2|8|13|5|11|10|7,38.95199585,-77.01999664,-1
R_2YFARKHhk0778Kd,Default Response Set,Anonymous,,,70.160.248.243,0,3/8/2018 16:01,3/8/2018 16:03,1,1,1,A2VOI2060X2ZD2,31,2,3,,4,4,5,,,,,,,,,,,,,,,,,1,0,0,8.965,0,1,4,3,8,1,1,1,1,1,1,1,0,0,15.456,0,1,3,3,3,2,2,6,2,2,2,1,0,0,17.305,0,1,4,3,4,4,4,4,4,4,4,1,1,1,FL_129|attention/suspicion check,Latino|project artist|Zack Yusef,,37.35400391,-76.74669647,-1
R_1EPaQuyYUm3H8tz,Default Response Set,Anonymous,,,67.173.12.100,0,3/8/2018 16:00,3/8/2018 16:03,1,1,1,A3BXTR9AI4WV96,33,1,3,,2,2,5,1,3,3,1,7,7,7,7,1,1,1,2,6,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,FL_58|attention/suspicion check,,14|8|13|15|10|11|7|4|3|6|9|16|2|1|5|12,41.87840271,-87.68520355,-1
R_3fklAwYMbEDcEnV,Default Response Set,Anonymous,,,70.121.194.34,0,3/8/2018 16:01,3/8/2018 16:03,1,1,1,A1DY3EW6Q0B5K5,36,2,3,,1,1,5,,,,,,,,,,,,,,,,,1,0,0,11.887,0,1,4,3,4,4,4,4,4,4,4,1,0,0,15.421,0,1,5,3,4,4,4,4,4,4,4,1,0,0,13.496,0,1,4,3,4,4,4,4,4,4,4,1,1,1,FL_129|attention/suspicion check,Latino|Zack Yusef|project artist,,29.54150391,-98.56099701,-1
R_2eVSEbKFm4q7vAU,Default Response Set,Anonymous,,,70.129.182.204,0,3/8/2018 16:00,3/8/2018 16:03,1,1,1,A1NYI79LUIBOTP,23,1,2,,6,7,5,5,5,3,3,2,4,6,2,2,3,3,3,7,7,6,6,1,0,0,15.341,0,1,3,3,4,5,5,6,5,5,6,1,0,0,23.663,0,1,6,3,2,1,7,2,2,1,3,1,0,0,28.788,0,1,4,3,6,7,7,6,5,6,6,,,,FL_58|FL_129,Latino|project artist|Zack Yusef,6|15|10|8|5|1|12|4|9|7|14|3|2|16|11|13,32.81010437,-97.10610199,-1
R_2waEL9b1BoA4VM8,Default Response Set,Anonymous,,,107.15.79.74,0,3/8/2018 16:00,3/8/2018 16:03,1,1,1,A3DF5B7FEE2XMA,68,2,3,,4,1,5,1,5,3,2,5,7,7,6,3,5,5,4,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,attention/suspicion check|FL_58,,8|3|11|2|1|14|5|7|6|13|4|10|16|15|12|9,35.80589294,-78.79969788,-1
R_2CwGLUFXlMSckYU,Default Response Set,Anonymous,,,96.235.24.96,0,3/8/2018 16:00,3/8/2018 16:03,1,1,1,A23AEG65WUR3DA,31,1,2,,5,5,5,,,,,,,,,,,,,,,,,1,0,0,9.024,0,1,3,3,5,5,5,5,5,5,5,1,0,0,31.889,0,1,5,3,3,3,6,3,3,3,3,1,0,0,13.697,0,1,4,3,4,4,4,4,4,4,4,1,1,1,attention/suspicion check|FL_129,Latino|project artist|Zack Yusef,,40.46389771,-79.94680023,-1
R_1jWeyR01wT6f4rW,Default Response Set,Anonymous,,,99.136.226.194,0,3/8/2018 16:00,3/8/2018 16:04,1,1,1,A2223XYV804AY7,47,2,3,,6,6,5,3,3,3,4,5,5,5,5,4,4,4,5,4,4,5,4,1,0,0,7.674,0,1,4,3,8,1,1,3,2,2,2,1,0,0,12.969,0,1,5,3,5,5,6,5,4,4,4,1,0,0,13.554,0,1,5,3,3,3,3,4,3,6,3,,,,FL_129|FL_58,project artist|Zack Yusef|Latino,8|16|7|1|10|5|3|6|13|4|2|14|15|12|9|11,30.06889343,-81.56210327,-1
R_33kXuvqMHEWNWMS,Default Response Set,Anonymous,,,162.232.177.134,0,3/8/2018 15:59,3/8/2018 16:04,1,1,1,AAURS65ZO4SXC,29,1,3,,1,2,5,1,1,1,1,7,7,7,7,1,1,1,1,7,7,7,7,1,0,0,23.492,0,1,4,3,3,3,3,3,3,3,3,1,0,0,29.531,0,1,5,3,4,3,4,3,3,3,3,1,5.378,5.378,31.367,1,1,4,3,4,4,4,4,4,4,4,,,,FL_129|FL_58,Latino|Zack Yusef|project artist,7|8|3|11|4|5|14|12|9|16|6|2|13|1|15|10,41.40260315,-81.83370209,-1
R_1QGepVyiSy3kWtX,Default Response Set,Anonymous,,,96.235.173.250,0,3/8/2018 16:00,3/8/2018 16:04,1,1,1,A1J6Z70T78B35V,28,2,3,,6,6,5,6,5,7,5,5,5,5,6,6,5,5,6,4,6,6,4,1,0,0,31.232,0,1,3,3,5,5,5,7,5,5,5,1,0,0,25.004,0,1,6,3,1,1,6,2,2,2,2,1,0,0,12.369,0,1,4,3,1,1,1,1,1,1,1,,,,FL_58|FL_129,Latino|project artist|Zack Yusef,16|5|2|1|11|9|10|8|4|15|12|13|3|6|14|7,40.10049438,-74.72029877,-1
R_2OONb5XmGSCheq6,Default Response Set,Anonymous,,,66.44.92.130,0,3/8/2018 15:58,3/8/2018 16:04,1,1,1,A20OTZZJFS1032,51,2,3,,3,3,5,1,1,1,1,7,7,7,7,1,1,1,2,7,7,7,7,1,0,0,24.265,0,1,4,3,4,4,4,5,5,5,5,1,0,0,23.549,0,1,5,3,5,4,4,5,5,5,5,1,0,0,51.873,0,1,4,3,3,3,3,2,2,2,2,,,,FL_58|FL_129,Zack Yusef|Latino|project artist,6|1|16|7|9|4|11|8|3|13|14|15|12|2|5|10,39.0045929,-77.03690338,-1
R_1JR3SCbwiDUOhuY,Default Response Set,Anonymous,,,184.183.173.159,0,3/8/2018 15:58,3/8/2018 16:04,1,1,1,AB1X97ASE626Q,38,1,3,,2,2,5,,,,,,,,,,,,,,,,,1,1.459,8.203,22.407,3,1,5,3,2,4,4,2,2,2,2,1,1.764,3.642,26.862,3,1,7,3,4,4,4,3,3,3,2,1,1.609,42.096,48.361,6,1,2,3,4,4,4,2,2,2,2,1,1,1,FL_129|attention/suspicion check,project artist|Zack Yusef|Latino,,32.79519653,-116.9671021,-1
